27.05.2019 11:15:28:267;Ax=4,87930081173745;Ay=4,9933473567913;Az=0,0532727675993332;rx=87,3981784372116;ry=87,408040272262;rz=88,0925834817312;Vx=4,87930081173745;Vy=4,9933473567913;Vz=0,0532727675993332;cx=-0,203063942062698;cy=-0,0064398485847903;latitude=39,9226435651858;longitude=131,368466416541;
27.05.2019 13:46:13:742;Ax=4,7236441332957;Ay=4,5330737226331;Az=-0,256900342976162;rx=88,0037096615432;ry=87,1448251228523;rz=86,0495185822013;Vx=607,811055206839;Vy=609,932019005498;Vz=-6,71914713975002;cx=-0,00091665519909867;cy=-0,0884811800967356;latitude=40,2733683180418;longitude=131,016948213677;
27.05.2019 13:46:13:852;Ax=4,57884726746885;Ay=4,68806610358323;Az=-0,230704069454551;rx=89,353707725114;ry=87,1012343313085;rz=89,4352373594582;Vx=612,389902474308;Vy=614,620085109081;Vz=-6,94985120920457;cx=-0,0448006996744326;cy=-0,0612163490085962;latitude=40,2788360850281;longitude=131,011460534346;
27.05.2019 13:46:13:956;Ax=4,62581811548482;Ay=4,81809578338549;Az=-0,171199623784609;rx=87,5014621738817;ry=89,1190683947033;rz=85,9276485850232;Vx=617,015720589792;Vy=619,438180892466;Vz=-7,12105083298918;cx=-0,128206814570916;cy=-0,113179492863445;latitude=40,284345153962;longitude=131,005929836302;
27.05.2019 13:46:14:57;Ax=4,52845130280054;Ay=4,51985407621593;Az=0,0730346458139994;rx=85,6760996848699;ry=87,4151810586523;rz=87,1075506674161;Vx=621,544171892593;Vy=623,958034968682;Vz=-7,04801618717518;cx=-0,205212611719134;cy=-0,176473164244776;latitude=40,2898946554967;longitude=131,000358782419;
27.05.2019 13:46:14:175;Ax=4,81621671948406;Ay=4,66781224970138;Az=0,0812917359319014;rx=88,8898399138776;ry=88,7701406787476;rz=88,4597514616138;Vx=626,360388612077;Vy=628,625847218384;Vz=-6,96672445124328;cx=-0,205675995911321;cy=-0,21200110629993;latitude=40,2954871589665;longitude=130,99474605164;
27.05.2019 13:46:14:277;Ax=4,75926074304584;Ay=4,84989408210381;Az=-0,106442447778043;rx=89,415589614732;ry=87,6422089189953;rz=89,5683565622048;Vx=631,119649355123;Vy=633,475741300487;Vz=-7,07316689902132;cx=-0,170113947158733;cy=-0,146248508592251;latitude=40,3011221558357;longitude=130,989090018236;
27.05.2019 13:46:14:382;Ax=4,57451674950985;Ay=4,57755590280404;Az=-0,107354800010731;rx=85,6311601424269;ry=85,8568007265482;rz=87,4133803806796;Vx=635,694166104633;Vy=638,053297203292;Vz=-7,18052169903206;cx=-0,0408036187830376;cy=-0,145742569268094;latitude=40,3067979966045;longitude=130,983393113796;
27.05.2019 13:46:14:485;Ax=4,81797775501291;Ay=4,84460964116483;Az=-0,100261340406845;rx=86,9661384369089;ry=86,7422067698753;rz=89,8055672111481;Vx=640,512143859646;Vy=642,897906844456;Vz=-7,2807830394389;cx=-0,18424023302935;cy=-0,0448962630098251;latitude=40,3125168550318;longitude=130,977652953914;
27.05.2019 13:46:14:587;Ax=4,64409412962575;Ay=4,51145851775606;Az=-0,238026972249163;rx=85,5909240839961;ry=85,5536117360711;rz=85,7141460926338;Vx=645,156237989271;Vy=647,409365362213;Vz=-7,51881001168806;cx=-0,224723382945974;cy=-0,0913694211125247;latitude=40,3182771785853;longitude=130,971872513152;
27.05.2019 13:46:14:706;Ax=4,77515355207732;Ay=4,64991394577078;Az=0,113123942941019;rx=85,9700216557691;ry=88,2356306150256;rz=88,0202740938497;Vx=649,931391541349;Vy=652,059279307983;Vz=-7,40568606874704;cx=-0,22028993881321;cy=-0,190614741849998;latitude=40,3240801374383;longitude=130,966050555301;
27.05.2019 13:46:14:810;Ax=4,897885069902;Ay=4,74803133157456;Az=0,0950498821423622;rx=86,7171779334159;ry=89,4237438675127;rz=85,7645876231904;Vx=654,829276611251;Vy=656,807310639558;Vz=-7,31063618660468;cx=-0,194313200572182;cy=-0,178371495266148;latitude=40,3299268274081;longitude=130,960186204313;
27.05.2019 13:46:14:917;Ax=4,75848695810814;Ay=4,75516411208323;Az=-0,291328875693179;rx=85,6686539082642;ry=86,2121035252754;rz=88,9203416448647;Vx=659,587763569359;Vy=661,562474751641;Vz=-7,60196506229786;cx=-0,0491114447936951;cy=-0,0986110261867807;latitude=40,3358160038685;longitude=130,954279396503;
27.05.2019 13:46:15:21;Ax=4,75931682216903;Ay=4,84332702557711;Az=-0,0590286168777512;rx=87,5390822591908;ry=88,5605993124473;rz=86,5067969728293;Vx=664,347080391528;Vy=666,405801777218;Vz=-7,66099367917561;cx=-0,148929095395808;cy=-0,202174767352254;latitude=40,3417476742292;longitude=130,948329344701;
27.05.2019 13:46:15:123;Ax=4,57694119823954;Ay=4,9456883580171;Az=-0,110580202918769;rx=89,0075752146112;ry=87,7452648942104;rz=88,7139059685701;Vx=668,924021589767;Vy=671,351490135235;Vz=-7,77157388209438;cx=-0,0575241000193785;cy=-0,207923714936676;latitude=40,3477202101362;longitude=130,942335134968;
27.05.2019 13:46:15:228;Ax=4,83414283852752;Ay=4,67332697481538;Az=-0,0849807991343461;rx=89,0099247857043;ry=85,8001182718669;rz=89,598017405997;Vx=673,758164428295;Vy=676,024817110051;Vz=-7,85655468122873;cx=-0,0160834563854522;cy=-0,173387022827932;latitude=40,3537359080329;longitude=130,936299199101;
27.05.2019 13:46:15:329;Ax=4,9432656301387;Ay=4,50835412834229;Az=-0,098384282108575;rx=87,7571347273221;ry=89,6861059738724;rz=89,8368784328163;Vx=678,701430058434;Vy=680,533171238393;Vz=-7,9549389633373;cx=-0,126974597376297;cy=-0,047197983808438;latitude=40,3597957422298;longitude=130,930223010072;
27.05.2019 13:46:15:433;Ax=4,75905048975677;Ay=4,68225955668942;Az=-0,0570921937502415;rx=89,6456873848316;ry=89,9015316457495;rz=88,055118964545;Vx=683,46048054819;Vy=685,215430795082;Vz=-8,01203115708754;cx=-0,118644707472363;cy=-0,0962915671855669;latitude=40,365898067949;longitude=130,924105015154;
27.05.2019 13:46:15:534;Ax=4,57898487689858;Ay=4,89432714292515;Az=-0,291699205637769;rx=89,9125486453588;ry=88,1098094494593;rz=87,1061607739451;Vx=688,039465425089;Vy=690,109757938008;Vz=-8,30373036272531;cx=-0,065634739976673;cy=-0,0443761672798431;latitude=40,3720412774617;longitude=130,917943320887;
27.05.2019 13:46:15:636;Ax=4,88299544545961;Ay=4,5207238241661;Az=-0,165403515387048;rx=89,152160751937;ry=86,5351688370738;rz=85,5078463184218;Vx=692,922460870549;Vy=694,630481762174;Vz=-8,46913387811236;cx=-0,113616939780123;cy=-0,0882083003237852;latitude=40,3782280851481;longitude=130,911741263014;
27.05.2019 13:46:15:755;Ax=4,87906803976701;Ay=4,67627587829543;Az=-0,0667009346730545;rx=88,4854121573667;ry=88,7422555118065;rz=89,2642833647618;Vx=697,801528910316;Vy=699,306757640469;Vz=-8,53583481278542;cx=-0,186480066045874;cy=-0,182220382433023;latitude=40,3844584559419;longitude=130,905497452678;
27.05.2019 13:46:15:858;Ax=4,72785412996442;Ay=4,84430420554444;Az=-0,219319910355527;rx=86,1049288840056;ry=86,0777357123223;rz=89,2038306147809;Vx=702,52938304028;Vy=704,151061846013;Vz=-8,75515472314094;cx=-0,20300029722415;cy=-0,202391670889874;latitude=40,3907310397191;longitude=130,899210389625;
27.05.2019 13:46:15:972;Ax=4,93698188030952;Ay=4,97900046127802;Az=-0,0389932340425405;rx=86,7511739855405;ry=89,073310256737;rz=89,7657822269321;Vx=707,46636492059;Vy=709,130062307292;Vz=-8,79414795718348;cx=-0,078877495300901;cy=-0,105838505134841;latitude=40,3970477036916;longitude=130,892878871212;
27.05.2019 13:46:16:73;Ax=4,65420910606822;Ay=4,85022942295774;Az=0,0177973020206199;rx=89,4995915563775;ry=88,1755100712997;rz=88,3083473005371;Vx=712,120574026658;Vy=713,980291730249;Vz=-8,77635065516286;cx=-0,0989564256621307;cy=-0,108819595530548;latitude=40,4034059231025;longitude=130,886504047179;
27.05.2019 13:46:16:181;Ax=4,9347416450897;Ay=4,98892625141373;Az=-0,268436108119057;rx=88,3150487410906;ry=85,5054273766025;rz=89,141693693186;Vx=717,055315671748;Vy=718,969217981663;Vz=-9,04478676328192;cx=-0,0334043427758886;cy=-0,152670973633732;latitude=40,4098082027068;longitude=130,880084679161;
27.05.2019 13:46:16:288;Ax=4,80872728969377;Ay=4,96323497754672;Az=-0,0875709471467747;rx=89,5110715995594;ry=85,9300399671449;rz=88,082376316461;Vx=721,864042961441;Vy=723,93245295921;Vz=-9,13235771042869;cx=-0,0732629528959592;cy=-0,0128435802822224;latitude=40,4162534173761;longitude=130,873620996545;
27.05.2019 13:46:16:390;Ax=4,97183559577532;Ay=4,6343557532571;Az=0,118813758794597;rx=86,7241646855716;ry=87,2087854248047;rz=86,476487218857;Vx=726,835878557217;Vy=728,566808712467;Vz=-9,0135439516341;cx=-0,0418738131606347;cy=-0,0427084934514497;latitude=40,4227430234346;longitude=130,867115935753;
27.05.2019 13:46:16:494;Ax=4,85155920118632;Ay=4,51849574340437;Az=-0,172496644138589;rx=85,5901907051868;ry=85,9541076465762;rz=86,7708071227049;Vx=731,687437758403;Vy=733,085304455871;Vz=-9,18604059577269;cx=-0,0909958859980051;cy=-0,0378830065428701;latitude=40,429275946986;longitude=130,860570531249;
27.05.2019 13:46:16:595;Ax=4,56420737368251;Ay=4,87250141304568;Az=-0,217527324644628;rx=86,1773994495987;ry=88,4697555878524;rz=87,6249453144264;Vx=736,251645132086;Vy=737,957805868917;Vz=-9,40356792041732;cx=-0,202663039719994;cy=-0,210442838520017;latitude=40,435849622389;longitude=130,853981622268;
27.05.2019 13:46:16:699;Ax=4,55323233411332;Ay=4,65027559625463;Az=-0,0197079579670483;rx=89,4041954588165;ry=87,4039207512531;rz=88,9113784944226;Vx=740,804877466199;Vy=742,608081465172;Vz=-9,42327587838436;cx=-0,127340503492086;cy=-0,0597247180923475;latitude=40,4424639516521;longitude=130,847351192969;
27.05.2019 13:46:16:808;Ax=4,51303598494876;Ay=4,89633859153667;Az=0,122563466044405;rx=86,9663082919858;ry=88,5890234713857;rz=86,7967068011857;Vx=745,317913451148;Vy=747,504420056708;Vz=-9,30071241233996;cx=-0,194258866770781;cy=-0,0781906206524923;latitude=40,4491185758793;longitude=130,840677046362;
27.05.2019 13:46:16:914;Ax=4,58197916954848;Ay=4,67647165510639;Az=0,111223992268194;rx=89,8389656859631;ry=87,5441634904333;rz=89,2417224392955;Vx=749,899892620696;Vy=752,180891711815;Vz=-9,18948842007176;cx=-0,175376355962534;cy=-0,149613075773047;latitude=40,4558141106349;longitude=130,833961145543;
27.05.2019 13:46:17:20;Ax=4,6654480575423;Ay=4,84661351183737;Az=0,0314672484907641;rx=87,0775272497337;ry=86,8901222382626;rz=87,8573414924821;Vx=754,565340678239;Vy=757,027505223652;Vz=-9,158021171581;cx=-0,161331359674847;cy=-0,118921247622424;latitude=40,4625513011766;longitude=130,827201971389;
27.05.2019 13:46:17:124;Ax=4,58471806374598;Ay=4,9364645110613;Az=-0,267214035716473;rx=85,856305058513;ry=88,0038588405605;rz=89,7583282779708;Vx=759,150058741984;Vy=761,963969734713;Vz=-9,42523520729747;cx=-0,137904531014108;cy=-0,0123672841872846;latitude=40,4693294267011;longitude=130,820398721659;
27.05.2019 13:46:17:226;Ax=4,80147464005345;Ay=4,81022495162218;Az=0,146985204516437;rx=86,8870603227462;ry=87,0177359283053;rz=86,713773988054;Vx=763,951533382038;Vy=766,774194686336;Vz=-9,27825000278104;cx=-0,192334180112148;cy=-0,0359420219021587;latitude=40,4761504225349;longitude=130,813552523492;
27.05.2019 13:46:17:332;Ax=4,80418778364742;Ay=4,80622961013868;Az=0,143287435962487;rx=86,8815106918949;ry=87,9739293840127;rz=86,107773519637;Vx=768,755721165685;Vy=771,580424296474;Vz=-9,13496256681855;cx=-0,0876510130416861;cy=-0,163131571613775;latitude=40,4830143129024;longitude=130,806663412561;
27.05.2019 13:46:17:434;Ax=4,54000083172694;Ay=4,66276554375084;Az=-0,0816485621182474;rx=88,7843991447167;ry=89,9781732580057;rz=85,8756626804246;Vx=773,295721997412;Vy=776,243189840225;Vz=-9,21661112893679;cx=-0,129230830005476;cy=-0,112000881397165;latitude=40,4899187389917;longitude=130,799732669795;
27.05.2019 13:46:17:539;Ax=4,75485272414743;Ay=4,73683290520535;Az=-0,271794920192004;rx=89,160842871834;ry=86,051633122634;rz=85,7585176060714;Vx=778,05057472156;Vy=780,98002274543;Vz=-9,4884060491288;cx=-0,203383562680514;cy=-0,176025787601723;latitude=40,4968656191231;longitude=130,792759633877;
27.05.2019 13:46:17:641;Ax=4,98292616847107;Ay=4,98870684601772;Az=-0,169367341613102;rx=89,2521389258337;ry=89,2688555986475;rz=89,6054125580031;Vx=783,033500890031;Vy=785,968729591448;Vz=-9,6577733907419;cx=-0,000499872188314043;cy=-0,21123707350867;latitude=40,5038569896668;longitude=130,785742055935;
27.05.2019 13:46:17:745;Ax=4,77402280097549;Ay=4,96133840827334;Az=0,021093021878551;rx=88,6340557470145;ry=87,9177545688198;rz=89,8918621146082;Vx=787,807523691006;Vy=790,930067999722;Vz=-9,63668036886335;cx=-0,0176177168230609;cy=-0,217265547296158;latitude=40,510890985414;longitude=130,778680180327;
27.05.2019 13:46:17:856;Ax=4,63124454004282;Ay=4,9453005678697;Az=0,149588619218948;rx=86,5389689468029;ry=87,343165337035;rz=88,4575102350011;Vx=792,438768231049;Vy=795,875368567591;Vz=-9,4870917496444;cx=-0,0112759470875687;cy=-0,108119545997177;latitude=40,517966331559;longitude=130,771574150251;
27.05.2019 13:46:17:958;Ax=4,59740457385658;Ay=4,74587605206569;Az=0,0492650894910405;rx=89,3862397814571;ry=86,0099282697821;rz=86,992473525923;Vx=797,036172804906;Vy=800,621244619657;Vz=-9,43782666015336;cx=-0,0635236780338531;cy=-0,101041377662234;latitude=40,525082725959;longitude=130,764425746281;
27.05.2019 13:46:18:74;Ax=4,75819308276204;Ay=4,88445585285521;Az=-0,17942498048275;rx=88,0755677698532;ry=88,9820795941549;rz=88,9948408133326;Vx=801,794365887668;Vy=805,505700472512;Vz=-9,61725164063611;cx=-0,126574351546154;cy=-0,187270253623034;latitude=40,5322416042259;longitude=130,757233731098;
27.05.2019 13:46:18:176;Ax=4,66387637083599;Ay=4,7377671567899;Az=-0,259089562673629;rx=85,8261275835457;ry=87,0358254835176;rz=88,7813276528759;Vx=806,458242258504;Vy=810,243467629302;Vz=-9,87634120330974;cx=-0,00788860983815454;cy=-0,104909379864068;latitude=40,539442124246;longitude=130,749999414423;
27.05.2019 13:46:18:278;Ax=4,77598338703438;Ay=4,56101740713279;Az=-0,0744842209501577;rx=86,5439280118066;ry=85,7622200331009;rz=89,3933597995869;Vx=811,234225645538;Vy=814,804485036435;Vz=-9,9508254242599;cx=-0,0431840544534765;cy=-0,155558735938072;latitude=40,546685286975;longitude=130,742724374378;
27.05.2019 13:46:18:385;Ax=4,51376450621233;Ay=4,9208983161584;Az=-0,0305002487639428;rx=87,0559711300563;ry=86,0120267525837;rz=86,1037627747766;Vx=815,74799015175;Vy=819,725383352593;Vz=-9,98132567302384;cx=-0,0117334869977697;cy=-0,176313415857173;latitude=40,5539687511728;longitude=130,735405397741;
27.05.2019 13:46:18:487;Ax=4,60250213723746;Ay=4,59562941668352;Az=-0,259964666427097;rx=88,9576518931229;ry=88,356686938953;rz=87,0720778936856;Vx=820,350492288988;Vy=824,321012769277;Vz=-10,2412903394509;cx=-0,166369527003901;cy=-0,115681997647357;latitude=40,5612933091397;longitude=130,728045388698;
27.05.2019 13:46:18:591;Ax=4,72657690463894;Ay=4,91574473838124;Az=0,101564623253218;rx=89,7032609259259;ry=87,6393162990638;rz=89,4483534747029;Vx=825,077069193627;Vy=829,236757507658;Vz=-10,1397257161977;cx=-0,184910820173059;cy=-0,120234324408337;latitude=40,568660068686;longitude=130,720641489078;
27.05.2019 13:46:18:692;Ax=4,76340629615048;Ay=4,63239704474453;Az=-0,194178966872477;rx=89,960771605587;ry=89,0128315144744;rz=87,6855984275162;Vx=829,840475489777;Vy=833,869154552403;Vz=-10,3339046830702;cx=-0,114152379317282;cy=-0,0784811027364256;latitude=40,5760693586458;longitude=130,713196228769;
27.05.2019 13:46:18:796;Ax=4,98042041830738;Ay=4,51626109937963;Az=-0,0775903095619706;rx=89,6939947487293;ry=86,1193430522081;rz=85,9125418390206;Vx=834,820895908085;Vy=838,385415651782;Vz=-10,4114949926322;cx=-0,212871591252217;cy=-0,181443771862632;latitude=40,5835231166449;longitude=130,705710644701;
27.05.2019 13:46:18:900;Ax=4,7638415723405;Ay=4,9827180281201;Az=0,0837342609342819;rx=86,175160733366;ry=87,9710096507198;rz=86,384575910114;Vx=839,584737480425;Vy=843,368133679902;Vz=-10,3277607316979;cx=-0,0227437268117185;cy=-0,179411370518807;latitude=40,5910194089439;longitude=130,698180572079;
27.05.2019 13:46:19:5;Ax=4,93072746714145;Ay=4,53258688493287;Az=0,0394150966729114;rx=86,5205173876698;ry=89,8292781903079;rz=89,4330579850045;Vx=844,515464947567;Vy=847,900720564835;Vz=-10,288345635025;cx=-0,0375245508912627;cy=-0,191223645939594;latitude=40,5985597255952;longitude=130,690610029931;
27.05.2019 13:46:19:115;Ax=4,83181124987631;Ay=4,58668713881014;Az=0,0594793849668838;rx=89,3204533498829;ry=89,2013734766288;rz=89,8045586544576;Vx=849,347276197443;Vy=852,487407703645;Vz=-10,2288662500581;cx=-0,126954991580895;cy=-0,0631539596189512;latitude=40,6061431834184;longitude=130,682998535219;
27.05.2019 13:46:19:219;Ax=4,84930137072192;Ay=4,76443778409829;Az=0,0537631253729405;rx=88,2103370445363;ry=89,1203906797433;rz=86,9786147111927;Vx=854,196577568165;Vy=857,251845487744;Vz=-10,1751031246851;cx=-0,146649150257765;cy=-0,143667484863506;latitude=40,6137699385752;longitude=130,675344500885;
27.05.2019 13:46:19:321;Ax=4,88879271894172;Ay=4,85477300517018;Az=-0,146812580570956;rx=87,7948540459829;ry=85,5447451262943;rz=85,6266228631728;Vx=859,085370287107;Vy=862,106618492914;Vz=-10,3219157052561;cx=-0,0187848069443319;cy=-0,150695962237982;latitude=40,6214403436671;longitude=130,667647120362;
27.05.2019 13:46:19:426;Ax=4,68293865988168;Ay=4,55451296761377;Az=-0,285086177631786;rx=88,7195495500786;ry=88,68086255746;rz=86,6964350259846;Vx=863,768308946988;Vy=866,661131460527;Vz=-10,6070018828879;cx=-0,0699450122518215;cy=-0,205463711011902;latitude=40,6291525607113;longitude=130,659909074546;
27.05.2019 13:46:19:527;Ax=4,5996489902491;Ay=4,69735112585935;Az=-0,215811833350831;rx=89,8391588029168;ry=86,7272273743186;rz=86,4221148250728;Vx=868,367957937237;Vy=871,358482586387;Vz=-10,8228137162387;cx=-0,141512445694076;cy=-0,0964992251696515;latitude=40,63690584605;longitude=130,652129088094;
27.05.2019 13:46:19:631;Ax=4,7648402316332;Ay=4,57407639342084;Az=-0,124283511459028;rx=85,5910695938352;ry=87,2507077817576;rz=86,8347884192293;Vx=873,132798168871;Vy=875,932558979808;Vz=-10,9470972276977;cx=-0,135430904505974;cy=-0,105103375345983;latitude=40,6447016746051;longitude=130,644308261675;
27.05.2019 13:46:19:732;Ax=4,85847388550568;Ay=4,70867617414737;Az=-0,125401898089518;rx=86,6363211437763;ry=87,6043712101431;rz=86,9546549361919;Vx=877,991272054376;Vy=880,641235153955;Vz=-11,0724991257873;cx=-0,193460902254316;cy=-0,082016080714304;latitude=40,6525408823913;longitude=130,636445393504;
27.05.2019 13:46:19:834;Ax=4,62843115424199;Ay=4,74435930105129;Az=-0,108443843228017;rx=88,710756768105;ry=89,2203342531437;rz=88,7413506183034;Vx=882,619703208618;Vy=885,385594455006;Vz=-11,1809429690153;cx=-0,222197087491949;cy=-0,127636134474372;latitude=40,6604214154556;longitude=130,628540164982;
27.05.2019 13:46:19:955;Ax=4,9198711446579;Ay=4,86034914984384;Az=-0,148500429745065;rx=87,3442305470091;ry=85,7709212113502;rz=87,2278581919278;Vx=887,539574353276;Vy=890,24594360485;Vz=-11,3294433987603;cx=-0,205028853579442;cy=-0,0961490177298643;latitude=40,6683458759409;longitude=130,620591540485;
27.05.2019 13:46:20:58;Ax=4,66924510671256;Ay=4,91763014202827;Az=0,140143551253781;rx=89,3780575855067;ry=88,0951744663041;rz=89,5332342672782;Vx=892,208819459989;Vy=895,163573746878;Vz=-11,1892998475066;cx=-0,0132313513258637;cy=-0,209417024014712;latitude=40,6763120261147;longitude=130,612599008577;
27.05.2019 13:46:20:164;Ax=4,8554705331826;Ay=4,79847687869262;Az=0,149253842280831;rx=86,8027769901337;ry=89,1750521087903;rz=87,4647786111872;Vx=897,064289993171;Vy=899,962050625571;Vz=-11,0400460052257;cx=-0,0856822715190617;cy=-0,0278907011975065;latitude=40,6843215287039;longitude=130,604563633125;
27.05.2019 13:46:20:268;Ax=4,62726424198005;Ay=4,81644612379207;Az=0,0036976016376622;rx=89,027993664857;ry=88,7481094141249;rz=88,4589943180135;Vx=901,691554235151;Vy=904,778496749363;Vz=-11,0363484035881;cx=-0,0575159378268353;cy=-0,0428894266802331;latitude=40,6923723461524;longitude=130,596485253689;
27.05.2019 13:46:20:370;Ax=4,56784769895852;Ay=4,50935234292846;Az=-0,259752300898429;rx=88,507565433163;ry=89,5212922869349;rz=89,9471513628714;Vx=906,25940193411;Vy=909,287849092292;Vz=-11,2961007044865;cx=-0,11864943591349;cy=-0,150079661118838;latitude=40,7004639479554;longitude=130,58836661218;
27.05.2019 13:46:20:489;Ax=4,66429584876834;Ay=4,93826258575463;Az=0,107012798151473;rx=88,3456999318887;ry=87,0433629749079;rz=86,752724369407;Vx=910,923697782878;Vy=914,226111678046;Vz=-11,189087906335;cx=-0,21177480402951;cy=-0,143867693955016;latitude=40,708597195257;longitude=130,58020387904;
